Stock,Q1 2017 date,Q1 2017 Est,Q1 2017 Act,Q2 2017 date,Q2 2017 Est,Q2 2017 Act,Q3 2017 date,Q3 2017 Est,Q3 2017 Act,Q4 2017 date,Q4 2017 Est,Q4 2017 Act,Q1 2018 date,Q1 2018 Est,Q1 2018 Act,Q2 2018 date,Q2 2018 Est,Q2 2018 Act,Q3 2018 date,Q3 2018 Est,Q3 2018 Act,Q4 2018 date,Q4 2018 Est,Q4 2018 Act
A,2017-02-14 21:00:00,0.49,0.53,2017-05-22 20:00:00,0.48,0.58,2017-08-15 20:00:00,0.52,0.59,2017-11-20 21:00:00,0.62,0.67,2018-02-14 21:00:00,0.58,0.66,2018-05-14 00:00:00,0.64,0.65,2018-08-14 00:00:00,0.63,0.67,2018-11-19 00:00:00,0.74,0.81
AAL,2017-01-27 00:00:00,0.92,0.92,2017-04-27 12:30:00,0.57,0.61,2017-07-28 12:30:00,1.87,1.92,2017-10-26 12:30:00,1.4,1.42,2018-01-25 13:30:00,0.92,0.95,2018-04-26 00:00:00,0.72,0.75,2018-07-26 00:00:00,1.59,1.63,2018-10-25 00:00:00,1.13,1.13
AAP,2017-02-21 13:30:00,1.09,1,2017-05-24 12:30:00,2.17,1.6,2017-08-15 12:30:00,1.65,1.58,2017-11-14 13:30:00,1.21,1.43,2018-02-21 13:30:00,0.63,0.77,2018-05-22 00:00:00,1.97,2.1,2018-08-14 00:00:00,1.86,1.97,2018-11-13 00:00:00,1.75,1.89
AAPL,2017-01-31 00:00:00,3.21,3.36,2017-05-02 20:00:00,2.02,2.1,2017-08-01 20:00:00,1.57,1.67,2017-11-02 20:00:00,1.87,2.07,2018-02-01 21:00:00,3.86,3.89,2018-05-01 00:00:00,2.67,2.73,2018-07-31 00:00:00,2.18,2.34,2018-11-01 00:00:00,0.7,0.73
ABBV,2017-01-27 00:00:00,1.2,1.2,2017-04-27 12:30:00,1.26,1.28,2017-07-28 12:30:00,1.4,1.42,2017-10-27 12:30:00,1.39,1.41,2018-01-26 13:30:00,1.44,1.48,2018-04-26 00:00:00,1.79,1.87,2018-07-27 00:00:00,1.97,2,2018-11-02 00:00:00,2.02,2.14
ABC,2017-01-31 00:00:00,1.23,1.36,2017-05-04 12:30:00,1.68,1.77,2017-08-03 12:30:00,1.37,1.43,2017-11-02 12:30:00,1.32,1.33,2018-02-06 13:30:00,1.35,1.55,2018-05-02 00:00:00,1.82,1.94,2018-08-02 00:00:00,1.46,1.54,2018-11-06 00:00:00,1.44,1.45
ABMD,2017-01-26 00:00:00,0.29,0.34,2017-05-04 12:30:00,0.35,0.33,2017-07-27 12:30:00,0.42,0.82,2017-10-26 12:30:00,0.38,0.54,2018-02-01 13:30:00,0.51,0.29,2018-05-03 00:00:00,0.64,0.8,2018-07-26 00:00:00,0.82,1.95,2018-11-01 00:00:00,0.74,1.09
ABT,2017-01-25 00:00:00,0.65,0.65,2017-04-19 12:30:00,0.43,0.48,2017-07-20 12:30:00,0.61,0.62,2017-10-18 12:30:00,0.65,0.66,2018-01-24 13:30:00,0.73,0.74,2018-04-18 00:00:00,0.58,0.59,2018-07-18 00:00:00,0.71,0.73,2018-10-17 00:00:00,0.75,0.75
ACN,2017-03-23 12:30:00,1.3,1.33,2017-06-22 12:30:00,1.52,1.52,2017-09-28 12:30:00,1.47,1.48,2017-12-21 13:30:00,1.67,1.79,2018-03-22 12:30:00,1.49,1.58,2018-06-28 00:00:00,1.72,1.79,2018-09-27 00:00:00,1.56,1.58,2018-12-20 00:00:00,1.86,1.96
ADBE,2017-03-16 20:00:00,0.87,0.94,2017-06-20 00:00:00,0.95,1.02,2017-09-19 00:00:00,1.01,1.1,2017-12-14 00:00:00,1.16,1.26,2018-03-15 20:00:00,1.44,1.55,2018-06-14 00:00:00,1.54,1.66,2018-09-13 00:00:00,1.69,1.73,2018-12-13 00:00:00,1.88,1.83
ADI,2017-02-15 08:00:00,0.74,0.94,2017-05-31 08:00:00,0.84,1.03,2017-08-30 08:00:00,1.15,1.26,2017-11-21 08:00:00,1.36,1.45,2018-02-28 08:00:00,1.29,1.42,2018-05-30 00:00:00,1.38,1.45,2018-08-22 00:00:00,1.46,1.53,2018-11-20 00:00:00,1.52,1.55
ADM,2017-02-07 13:30:00,0.77,0.75,2017-05-02 12:30:00,0.62,0.6,2017-08-01 00:00:00,0.52,0.57,2017-10-31 00:00:00,0.56,0.45,2018-02-06 13:30:00,0.7,0.82,2018-05-01 00:00:00,0.5,0.68,2018-07-31 00:00:00,0.77,1.02,2018-11-06 00:00:00,0.83,0.92
ADP,2017-02-01 13:30:00,0.81,0.87,2017-05-03 12:30:00,1.23,1.31,2017-07-27 12:30:00,0.67,0.66,2017-11-02 12:30:00,0.85,0.91,2018-01-31 13:30:00,0.9,0.99,2018-05-02 00:00:00,1.44,1.52,2018-08-01 00:00:00,0.9,0.92,2018-10-31 00:00:00,1.11,1.2
ADS,2017-01-26 00:00:00,4.66,4.67,2017-04-20 12:30:00,3.86,3.91,2017-07-20 12:30:00,3.74,3.84,2017-10-19 12:30:00,5.04,5.35,2018-01-25 13:30:00,5,5.24,2018-04-19 00:00:00,4.17,4.44,2018-07-19 00:00:00,4.64,5.01,2018-10-18 00:00:00,6.19,6.26
ADSK,2017-03-02 21:00:00,-0.34,-0.28,2017-05-18 20:00:00,-0.24,-0.16,2017-08-24 20:00:00,-0.15,-0.11,2017-11-28 21:00:00,-0.13,-0.12,2018-03-06 21:00:00,-0.11,-0.09,2018-05-24 00:00:00,0.03,0.06,2018-08-23 00:00:00,0.16,0.19,2018-11-20 00:00:00,0.27,0.29
AEE,2017-02-16 13:30:00,0.15,0.13,2017-05-04 00:00:00,0.39,0.42,2017-08-04 00:00:00,0.7,0.79,2017-11-03 12:30:00,1.33,1.24,2018-02-16 13:30:00,0.36,0.39,2018-05-09 00:00:00,0.58,0.62,2018-08-03 00:00:00,0.78,0.97,2018-10-31 00:00:00,1.31,1.5
AEP,2017-01-26 00:00:00,0.55,0.67,2017-04-27 00:00:00,0.95,0.96,2017-07-27 12:30:00,0.82,0.75,2017-10-26 00:00:00,1.16,1.1,2018-01-25 13:30:00,0.79,0.85,2018-04-26 00:00:00,0.98,0.96,2018-07-25 00:00:00,0.88,1.01,2018-10-25 00:00:00,1.21,1.26
AES,2017-02-27 13:30:00,0.36,0.35,2017-05-08 12:30:00,0.2,0.17,2017-08-08 00:00:00,0.21,0.25,2017-11-02 12:30:00,0.29,0.24,2018-02-27 13:30:00,0.34,0.43,2018-05-08 00:00:00,0.25,0.28,2018-08-07 00:00:00,0.28,0.25,2018-11-06 00:00:00,0.3,0.35
AFL,2017-01-31 00:00:00,0.81,0.73,2017-04-27 00:00:00,0.81,0.84,2017-07-27 00:00:00,0.83,0.92,2017-10-25 00:00:00,0.82,0.85,2018-01-31 21:00:00,0.78,0.82,2018-04-25 00:00:00,0.97,1.02,2018-07-26 00:00:00,0.99,1.06,2018-10-24 00:00:00,0.99,1.03
AGN,2017-02-08 13:30:00,3.76,3.9,2017-05-09 12:30:00,3.3,3.35,2017-08-03 12:30:00,3.92,4.02,2017-11-01 12:30:00,4.06,4.15,2018-02-06 13:30:00,4.74,4.86,2018-04-30 00:00:00,3.36,3.74,2018-07-26 00:00:00,4.13,4.42,2018-10-30 00:00:00,4.04,4.25
AIG,2017-02-14 21:00:00,1.18,-2.72,2017-05-03 20:00:00,1.08,1.36,2017-08-02 20:00:00,1.2,1.53,2017-11-02 20:00:00,-0.79,-1.22,2018-02-08 21:00:00,0.75,0.57,2018-05-02 00:00:00,1.27,1.04,2018-08-02 00:00:00,1.21,1.05,2018-10-31 00:00:00,0.12,-0.34
AIV,2017-02-02 21:00:00,0.22,1.03,2017-04-27 20:00:00,0.1,0.07,2017-07-27 20:00:00,0.12,0.1,2017-10-26 20:00:00,0.09,0.11,2018-02-01 21:00:00,0.07,1.67,2018-05-07 00:00:00,0.04,0.52,2018-08-02 00:00:00,0.1,0.02,2018-11-01 00:00:00,0.37,3.61
AIZ,2017-02-07 21:00:00,0.29,0.46,2017-05-02 20:00:00,1.52,1.87,2017-08-01 20:00:00,1.58,1.63,2017-11-02 20:00:00,-1.72,-1.4,2018-02-08 21:00:00,1.6,1.84,2018-05-03 00:00:00,1.93,2,2018-08-07 00:00:00,1.76,2.13,2018-11-06 00:00:00,1.01,1.06
AJG,2017-01-26 00:00:00,0.66,0.66,2017-04-27 20:00:00,0.39,0.4,2017-07-27 20:00:00,1.03,1.03,2017-10-26 20:00:00,0.79,0.81,2018-01-25 21:00:00,0.75,0.82,2018-05-01 00:00:00,1.45,1.52,2018-07-26 00:00:00,0.63,0.62,2018-10-25 00:00:00,0.77,0.78
AKAM,2017-02-07 21:00:00,0.68,0.72,2017-05-02 20:00:00,0.67,0.69,2017-07-25 20:00:00,0.6,0.62,2017-10-24 20:00:00,0.59,0.62,2018-02-06 21:00:00,0.63,0.69,2018-04-30 00:00:00,0.7,0.79,2018-07-31 00:00:00,0.8,0.83,2018-10-29 00:00:00,0.83,0.94
ALB,2017-02-27 21:00:00,0.73,0.78,2017-05-03 20:00:00,0.97,1.05,2017-08-07 20:00:00,1.11,1.13,2017-11-08 21:00:00,1.07,1.08,2018-02-27 21:00:00,1.21,1.34,2018-05-09 00:00:00,1.21,1.3,2018-08-07 00:00:00,1.28,1.36,2018-11-07 00:00:00,1.25,1.31
ALGN,2017-01-31 00:00:00,0.66,0.67,2017-04-27 20:00:00,0.67,0.85,2017-07-27 20:00:00,0.73,0.85,2017-10-26 20:00:00,0.82,1.01,2018-01-30 16:00:00,0.96,1.19,2018-04-25 00:00:00,0.98,1.17,2018-07-25 00:00:00,1.09,1.3,2018-10-24 00:00:00,1.19,1.24
ALK,2017-02-08 13:30:00,1.4,1.56,2017-04-26 12:30:00,1.01,1.05,2017-07-26 12:30:00,2.52,2.51,2017-10-25 12:30:00,2.26,2.24,2018-01-25 13:30:00,0.82,0.83,2018-04-23 00:00:00,0.12,0.14,2018-07-26 00:00:00,1.63,1.66,2018-10-25 00:00:00,1.81,1.91
ALL,2017-05-02 00:00:00,1.1,1.64,2017-05-03 20:00:00,1.1,1.64,2017-08-01 20:00:00,0.88,1.38,2017-11-01 20:00:00,0.87,1.6,2018-02-07 21:00:00,1.53,2.09,2018-05-01 00:00:00,2.61,2.96,2018-08-01 00:00:00,1.49,1.9,2018-10-31 00:00:00,2.21,1.93
ALLE,2017-02-09 13:30:00,0.87,0.81,2017-04-27 12:30:00,0.69,0.73,2017-07-27 12:30:00,1,1.11,2017-10-26 12:30:00,1.02,1.02,2018-02-20 13:30:00,0.93,1.11,2018-04-26 00:00:00,0.85,0.8,2018-07-26 00:00:00,1.19,1.25,2018-10-25 00:00:00,1.21,1.23
ALXN,2017-02-16 13:30:00,1.25,1.26,2017-04-27 12:30:00,1.23,1.38,2017-07-27 12:30:00,1.26,1.56,2017-10-26 12:30:00,1.32,1.44,2018-02-08 13:30:00,1.28,1.48,2018-04-26 00:00:00,1.5,1.68,2018-07-26 00:00:00,1.7,2.07,2018-10-24 00:00:00,1.74,2.02
AMAT,2017-02-15 21:00:00,0.66,0.67,2017-05-18 20:00:00,0.76,0.79,2017-08-17 20:00:00,0.84,0.86,2017-11-16 21:00:00,0.91,0.93,2018-02-14 21:00:00,0.98,1.06,2018-05-17 00:00:00,1.14,1.22,2018-08-16 00:00:00,1.17,1.2,2018-11-15 00:00:00,0.97,0.97
AMD,2017-01-31 00:00:00,-0.02,-0.01,2017-05-01 20:00:00,-0.04,-0.04,2017-07-25 20:00:00,0,0.02,2017-10-24 20:00:00,0.08,0.1,2018-01-30 21:00:00,0.05,0.08,2018-04-25 00:00:00,0.09,0.11,2018-07-25 00:00:00,0.13,0.14,2018-10-24 00:00:00,0.12,0.13
AME,2017-02-07 13:30:00,0.58,0.58,2017-05-02 00:00:00,0.56,0.6,2017-08-02 00:00:00,0.62,0.65,2017-11-02 12:30:00,0.62,0.66,2018-02-01 13:30:00,0.67,0.7,2018-05-02 00:00:00,0.72,0.78,2018-07-31 12:30:00,0.78,,2018-11-01 00:00:00,0.78,0.83
AMG,2017-01-30 00:00:00,3.71,3.8,2017-05-01 12:30:00,3.18,3.21,2017-07-31 12:30:00,3.24,3.33,2017-10-30 12:30:00,3.36,3.41,2018-01-29 13:30:00,4.53,4.68,2018-04-30 00:00:00,3.89,3.92,2018-07-30 00:00:00,3.59,3.61,2018-10-29 00:00:00,3.42,3.45
AMGN,2017-02-02 21:00:00,2.79,2.89,2017-04-26 00:00:00,3,3.15,2017-07-25 00:00:00,3.11,3.27,2017-10-25 00:00:00,3.11,3.27,2018-02-01 21:00:00,3.03,2.89,2018-04-24 00:00:00,3.24,3.47,2018-07-26 00:00:00,3.54,3.83,2018-10-30 00:00:00,3.45,3.69
AMP,2017-02-01 21:00:00,2.43,2.73,2017-04-24 20:00:00,2.52,2.7,2017-07-25 20:00:00,2.62,2.8,2017-10-24 20:00:00,2.79,3.53,2018-01-24 21:00:00,0.94,3.26,2018-04-23 00:00:00,3.46,3.7,2018-07-24 00:00:00,3.48,3.6,2018-10-23 00:00:00,3.69,3.74
AMT,2017-02-27 07:00:00,0.58,0.47,2017-04-27 00:00:00,0.66,0.67,2017-07-27 07:00:00,0.74,0.8,2017-10-31 07:00:00,0.77,0.69,2018-02-27 07:00:00,0.74,0.51,2018-05-01 00:00:00,0.76,0.63,2018-07-31 00:00:00,0.81,0.69,2018-10-30 00:00:00,0.81,0.83
AMZN,2017-02-02 21:00:00,1.35,1.54,2017-04-27 20:00:00,1.09,1.48,2017-07-27 20:00:00,1.42,0.4,2017-10-26 20:00:00,0.03,0.52,2018-02-01 21:00:00,1.84,2.16,2018-04-26 00:00:00,1.26,3.27,2018-07-26 00:00:00,2.54,5.07,2018-10-25 00:00:00,3.14,5.75
ANET,2017-02-16 21:00:00,0.82,1.04,2017-05-04 20:00:00,0.86,0.93,2017-08-03 20:00:00,0.95,1.34,2017-11-02 20:00:00,1.19,1.62,2018-02-15 21:00:00,1.41,1.71,2018-05-03 00:00:00,1.51,1.66,2018-08-02 00:00:00,1.7,1.93,2018-11-01 00:00:00,1.84,2.11
ANSS,2017-02-23 13:30:00,0.96,0.98,2017-05-03 20:00:00,0.84,0.89,2017-08-02 20:00:00,0.92,0.99,2017-11-01 20:00:00,0.97,1.05,2018-02-21 21:00:00,1.03,1.07,2018-05-02 00:00:00,1.04,1.2,2018-08-06 00:00:00,1.1,1.35,2018-11-07 00:00:00,1.09,1.31
ANTM,2017-02-01 06:00:00,1.61,1.76,2017-04-26 06:00:00,3.86,4.68,2017-07-26 06:00:00,3.23,3.37,2017-10-25 06:00:00,2.42,2.65,2018-01-31 06:00:00,1.27,1.29,2018-04-25 00:00:00,4.88,5.41,2018-07-25 00:00:00,4.16,4.25,2018-10-31 00:00:00,3.7,3.81
AON,2017-02-10 13:30:00,2.49,2.56,2017-05-09 12:30:00,1.29,1.45,2017-08-04 12:30:00,1.45,1.45,2017-10-27 12:30:00,1.28,1.29,2018-02-02 13:30:00,2.35,2.35,2018-05-04 00:00:00,2.81,2.97,2018-07-27 00:00:00,1.64,1.71,2018-10-26 00:00:00,1.22,1.3
AOS,2017-02-02 13:30:00,0.46,0.47,2017-04-27 12:30:00,0.47,0.5,2017-07-26 12:30:00,0.53,0.53,2017-10-25 12:30:00,0.53,0.54,2018-01-30 13:30:00,0.56,0.6,2018-04-25 00:00:00,0.58,0.6,2018-07-25 00:00:00,0.62,0.66,2018-10-30 00:00:00,0.63,0.61
APA,2017-02-23 07:30:00,0.07,-0.06,2017-05-04 08:00:00,0.13,0.08,2017-08-03 08:00:00,-0.01,-0.21,2017-11-02 08:00:00,-0.06,0.04,2018-02-22 08:00:00,0.22,0.33,2018-05-02 00:00:00,0.3,0.32,2018-08-01 00:00:00,0.39,0.5,2018-10-31 00:00:00,0.47,0.63
APD,2017-01-27 00:00:00,1.48,1.47,2017-04-27 12:30:00,1.38,1.43,2017-08-01 12:30:00,1.59,1.65,2017-10-26 12:30:00,1.68,1.76,2018-01-26 13:30:00,1.65,1.79,2018-04-26 00:00:00,1.68,1.71,2018-07-26 00:00:00,1.84,1.95,2018-11-06 00:00:00,1.99,2
APH,2017-01-25 00:00:00,0.72,0.75,2017-04-26 12:30:00,0.67,0.71,2017-07-26 12:30:00,0.72,0.81,2017-10-25 12:30:00,0.79,0.88,2018-01-24 13:30:00,0.82,0.93,2018-04-25 00:00:00,0.8,0.83,2018-07-25 00:00:00,0.85,0.9,2018-10-24 00:00:00,0.93,0.99
APTV,2017-02-02 00:00:00,1.6,1.83,2017-05-03 00:00:00,1.46,1.59,2017-08-02 00:00:00,1.65,1.71,2017-11-02 12:30:00,1.57,1.66,2018-02-01 13:30:00,1.31,1.28,2018-05-02 00:00:00,1.2,1.29,2018-07-31 00:00:00,1.35,1.4,2018-10-31 00:00:00,1.2,1.24
ARE,2017-01-30 00:00:00,0.26,-0.31,2017-05-01 20:00:00,0.38,0.29,2017-07-31 20:00:00,0.43,0.35,2017-10-30 20:00:00,0.42,0.55,2018-01-29 21:00:00,0.4,0.38,2018-04-30 00:00:00,0.51,1.32,2018-07-30 00:00:00,0.53,0.51,2018-10-29 00:00:00,0.49,1.99
ATO,2017-02-07 21:00:00,1.04,1.08,2017-05-03 20:00:00,1.42,1.52,2017-08-02 20:00:00,0.66,0.67,2017-11-08 21:00:00,0.34,0.34,2018-02-06 21:00:00,1.13,1.4,2018-05-02 00:00:00,1.54,1.57,2018-08-08 00:00:00,0.67,0.64,2018-11-07 00:00:00,0.36,0.41
ATVI,2017-02-09 21:00:00,0.73,0.92,2017-05-04 00:00:00,0.21,0.31,2017-08-03 00:00:00,0.3,0.43,2017-11-02 00:00:00,0.49,0.6,2018-02-08 21:00:00,0.93,0.94,2018-05-03 00:00:00,0.35,0.38,2018-08-02 00:00:00,0.35,0.41,2018-11-08 00:00:00,0.5,0.52
AVB,2017-04-26 20:00:00,1.09,1.72,2017-08-02 20:00:00,1.08,1.2,2017-08-03 00:00:00,1.08,1.2,2017-10-30 20:00:00,1.22,1.72,2018-01-31 21:00:00,1.19,1.72,2018-04-25 00:00:00,1.06,1.03,2018-07-30 00:00:00,1.06,1.84,2018-10-29 00:00:00,1.13,1.39
AVGO,2017-08-24 20:00:00,4.03,4.1,2017-12-06 21:00:00,4.52,4.59,2018-03-15 20:00:00,5.05,5.12,2018-04-30 10:59:00,5.05,5.12,2018-05-30 20:00:00,4.78,,2018-06-07 00:00:00,4.76,4.88,2018-09-06 00:00:00,4.83,4.98,2018-12-06 00:00:00,5.58,5.85
AVY,2017-02-01 06:45:00,0.93,0.99,2017-04-26 06:45:00,1.05,1.11,2017-07-25 06:45:00,1.21,1.31,2017-10-25 06:45:00,1.21,1.26,2018-01-31 06:45:00,1.25,1.33,2018-04-25 00:00:00,1.36,1.44,2018-07-24 00:00:00,1.55,1.66,2018-10-23 00:00:00,1.47,1.45
AWK,2017-02-21 21:00:00,0.57,0.57,2017-05-03 20:00:00,0.53,0.52,2017-08-02 20:00:00,0.79,0.73,2017-11-01 20:00:00,1.08,1.08,2018-02-20 21:00:00,0.66,0.69,2018-05-02 00:00:00,0.55,0.59,2018-08-01 00:00:00,0.81,0.83,2018-10-31 00:00:00,1.17,1.2
AXP,2017-01-19 00:00:00,0.98,0.88,2017-04-19 20:00:00,1.28,1.34,2017-07-19 00:00:00,1.44,1.47,2017-10-18 20:00:00,1.48,1.5,2018-01-18 21:00:00,1.54,1.58,2018-04-18 00:00:00,1.71,1.86,2018-07-18 00:00:00,1.82,1.84,2018-10-18 00:00:00,1.77,1.88
AZO,2017-02-28 13:30:00,9.31,9.36,2017-05-23 12:30:00,8.2,8.08,2017-09-19 12:30:00,15.11,15.27,2017-12-05 13:30:00,9.81,10,2018-02-27 13:30:00,9.81,10,2018-05-22 00:00:00,12.94,13.42,2018-09-18 00:00:00,17.92,18.54,2018-12-04 00:00:00,12.21,13.47
BA,2017-01-25 00:00:00,2.35,2.47,2017-04-26 12:30:00,1.94,2.01,2017-07-26 12:30:00,2.3,2.55,2017-10-25 12:30:00,2.66,2.72,2018-01-31 13:30:00,2.89,3.06,2018-04-25 00:00:00,2.58,3.64,2018-07-25 00:00:00,3.26,3.33,2018-10-24 00:00:00,3.47,3.58
BAC,2017-01-13 00:00:00,0.38,0.4,2017-04-18 12:30:00,0.35,0.41,2017-07-18 12:30:00,0.43,0.46,2017-10-13 12:30:00,0.45,0.48,2018-01-17 06:45:00,0.44,0.48,2018-04-16 00:00:00,0.59,0.62,2018-07-16 00:00:00,0.57,0.63,2018-10-15 00:00:00,0.62,0.66
BAX,2017-02-01 13:30:00,0.52,0.57,2017-04-26 12:30:00,0.52,0.58,2017-07-26 12:30:00,0.57,0.63,2017-10-25 12:30:00,0.59,0.64,2018-02-01 13:30:00,0.59,0.64,2018-04-26 00:00:00,0.62,0.7,2018-07-26 00:00:00,0.71,0.77,2018-10-31 00:00:00,0.74,0.8
BBY,2017-03-01 13:30:00,1.67,1.95,2017-05-25 12:30:00,0.4,0.6,2017-08-29 12:30:00,0.63,0.69,2017-11-16 13:30:00,0.78,0.78,2018-03-01 13:30:00,2.04,2.42,2018-05-24 00:00:00,0.74,0.82,2018-08-28 00:00:00,0.83,0.91,2018-11-20 00:00:00,0.85,0.93
BDX,2017-02-02 13:30:00,2.12,2.33,2017-05-02 12:30:00,2.23,2.3,2017-08-03 12:30:00,2.44,2.46,2017-11-02 12:30:00,2.37,2.4,2018-02-06 13:30:00,2.41,2.48,2018-05-03 00:00:00,2.63,2.65,2018-08-02 00:00:00,2.86,2.91,2018-11-06 00:00:00,2.93,2.93
BEN,2017-01-27 00:00:00,0.68,0.77,2017-04-28 12:30:00,0.67,0.74,2017-07-28 12:30:00,0.72,0.73,2017-10-26 12:30:00,0.72,0.76,2018-01-30 13:30:00,0.76,0.88,2018-04-26 00:00:00,0.75,0.78,2018-07-27 00:00:00,0.75,0.75,2018-10-25 00:00:00,0.74,1.13
BF-B,2017-03-07 00:00:00,0.38,0.38,2017-06-07 00:00:00,0.32,0.3,2017-08-30 00:00:00,0.31,0.37,2017-12-06 00:00:00,0.43,0.5,2018-03-07 00:00:00,0.41,0.39,2018-06-06 00:00:00,0.22,0.23,2018-08-29 00:00:00,0.39,0.41,2018-12-05 00:00:00,0.52,0.52
BIIB,2017-01-26 00:00:00,4.96,5.04,2017-04-25 12:30:00,4.97,5.2,2017-07-25 12:30:00,4.41,5.04,2017-10-24 00:00:00,5.73,6.31,2018-01-25 13:30:00,5.45,5.26,2018-04-24 00:00:00,5.94,6.05,2018-07-24 00:00:00,5.21,5.8,2018-10-23 00:00:00,6.78,7.4
BK,2017-01-19 00:00:00,0.77,0.77,2017-04-20 12:30:00,0.8,0.8,2017-07-20 12:30:00,0.84,0.88,2017-10-19 12:30:00,0.92,0.94,2018-01-18 13:30:00,0.91,0.91,2018-04-19 00:00:00,0.96,1.1,2018-07-19 00:00:00,1.02,1.03,2018-10-18 00:00:00,1.04,1.06
BKNG,2017-02-27 00:00:00,13.01,14.21,2017-05-09 00:00:00,8.89,9.88,2017-08-08 00:00:00,14.2,15.14,2017-11-06 00:00:00,34.25,35.22,2018-02-27 16:00:00,14.12,16.86,2018-05-09 00:00:00,10.7,12,2018-08-09 00:00:00,17.34,20.67,2018-11-05 00:00:00,38.21,37.78
BLK,2017-01-13 00:00:00,5.02,5.14,2017-04-19 12:30:00,4.89,5.25,2017-07-17 12:30:00,5.4,5.24,2017-10-11 12:30:00,5.56,5.92,2018-01-12 13:30:00,6.02,6.24,2018-04-12 00:00:00,6.39,6.7,2018-07-16 00:00:00,6.55,6.66,2018-10-16 00:00:00,6.84,7.52
BLL,2017-02-02 13:30:00,0.42,0.44,2017-05-04 00:00:00,0.35,0.38,2017-08-03 00:00:00,0.55,0.53,2017-11-02 00:00:00,0.59,0.52,2018-02-07 13:30:00,0.52,0.6,2018-05-03 00:00:00,0.45,0.5,2018-08-02 00:00:00,0.59,0.58,2018-11-01 00:00:00,0.59,0.56
BMY,2017-01-26 00:00:00,0.67,0.63,2017-04-27 12:30:00,0.74,0.84,2017-07-27 12:30:00,0.74,0.74,2017-10-26 12:30:00,0.77,0.75,2018-02-05 13:30:00,0.67,0.68,2018-04-26 00:00:00,0.85,0.94,2018-07-26 00:00:00,0.87,1.01,2018-10-25 00:00:00,0.91,1.09
BR,2017-02-08 13:30:00,0.38,0.39,2017-05-10 12:30:00,0.6,0.69,2017-08-10 12:30:00,1.69,1.71,2017-11-08 13:30:00,0.42,0.54,2018-02-08 13:30:00,0.54,0.79,2018-05-08 00:00:00,0.79,1,2018-08-07 00:00:00,1.87,1.86,2018-11-06 00:00:00,0.68,0.79
BRK-B,2017-02-25 00:00:00,2716.6,2665,2017-05-05 00:00:00,2665.94,2163,2017-08-04 00:00:00,2791.04,2505,2017-11-03 00:00:00,2402.47,2094,2018-02-24 00:00:00,2622.23,2029,2018-05-05 00:00:00,3115.57,3214.67,2018-08-04 00:00:00,3386.62,4190.13,2018-11-03 00:00:00,3827.05,4185.89
BSX,2017-02-02 13:30:00,0.29,0.3,2017-04-27 12:30:00,0.3,0.29,2017-07-27 12:30:00,0.31,0.32,2017-10-26 12:30:00,0.31,0.31,2018-02-01 13:30:00,0.34,0.34,2018-04-25 00:00:00,0.32,0.33,2018-07-25 00:00:00,0.34,0.35,2018-10-24 00:00:00,0.34,0.35
BWA,2017-02-09 10:59:00,0.84,0.85,2017-04-27 10:59:00,0.84,0.91,2017-07-27 12:30:00,0.89,0.96,2017-10-26 12:30:00,0.88,0.95,2018-02-08 13:30:00,1.01,1.07,2018-04-26 00:00:00,1.03,1.1,2018-07-26 00:00:00,1.1,1.18,2018-10-25 00:00:00,0.99,1
BXP,2017-01-31 00:00:00,0.55,0.94,2017-04-25 00:00:00,0.55,0.63,2017-08-01 20:00:00,0.76,0.87,2017-11-01 20:00:00,0.69,0.76,2018-01-30 00:00:00,0.65,0.67,2018-04-24 00:00:00,0.64,1.14,2018-07-31 00:00:00,0.57,0.83,2018-10-30 00:00:00,0.72,0.77
C,2017-01-18 00:00:00,1.12,1.14,2017-04-13 12:30:00,1.24,1.35,2017-07-14 12:30:00,1.21,1.28,2017-10-12 12:30:00,1.32,1.42,2018-01-16 13:30:00,1.19,1.28,2018-04-13 00:00:00,1.61,1.68,2018-07-13 00:00:00,1.56,1.63,2018-10-12 00:00:00,1.69,1.73
CAG,2017-03-23 07:30:00,0.44,0.48,2017-06-29 12:30:00,0.37,0.37,2017-09-28 12:30:00,0.4,0.46,2017-12-21 13:30:00,0.52,0.55,2018-03-22 12:30:00,0.56,0.61,2018-06-27 00:00:00,0.44,0.5,2018-09-27 00:00:00,0.49,0.47,2018-12-20 00:00:00,0.55,0.67
CAH,2017-02-07 13:30:00,1.23,1.34,2017-05-01 00:00:00,1.46,1.53,2017-08-02 12:30:00,1.24,1.31,2017-11-06 13:30:00,1,1.09,2018-02-08 13:30:00,1.15,1.51,2018-05-03 00:00:00,1.51,1.39,2018-08-06 00:00:00,0.93,1.01,2018-11-08 00:00:00,1.08,1.29
CAT,2017-01-26 00:00:00,0.66,0.83,2017-04-25 07:30:00,0.62,1.28,2017-07-25 07:30:00,1.26,1.49,2017-10-24 07:30:00,1.27,1.95,2018-01-25 07:30:00,1.79,2.16,2018-04-24 00:00:00,2.13,2.82,2018-07-30 00:00:00,2.73,2.97,2018-10-23 00:00:00,2.85,2.86
